,FH_REF,TP_SEGMENTO_FINAL2,target,ID,TO_PROM_TO_CARGOS_3M,NU_VINC_COGNODATA,TO_NECESIDAD_FINAN_CAP_3M,IM_PROM_GASTOS_3M,IM_SUM_SDO_CORTE_1M
74,2017-01-01,PAREJAS ADULTAS,55,3211,8.046558704453421,2.828090937402678,3.964550884682176,7180.0,484524.0
75,2017-01-01,PAREJAS SENIOR,73,4288,6.2711054104477615,2.8512126865671643,1.7823930918512707,6184.823333333333,327610.0
78,2017-02-01,ADULTO EN PLENITUD,78,7647,3.1355651453729125,2.1715705505426963,1.971556303918068,1657.226666666667,404718.0
79,2017-02-01,ADULTOS INDEPENDIENTES,49,4764,5.776063532045906,2.347187237615449,1.279912727528448,4170.266666666666,348317.5
80,2017-02-01,DIVORCIADO,43,2386,8.575579770885707,3.1454316848281643,6.3242093260441425,10166.5,1040082.0
81,2017-02-01,HOGARES CON HIJOS,123,6678,8.727762803234523,4.0020964360587,2.0498109519587446,25277.263916666663,818062.0
84,2017-02-01,JOVEN PROFESIONAL,48,4212,9.830721747388424,2.443019943019943,5.923388131157365,7031.783333333333,846117.0
85,2017-02-01,JOVEN TRABAJADOR,13,4575,7.02958105646627,1.5707103825136612,6.263198449840791,3848.5166666666655,495517.0
86,2017-02-01,PAREJA JOVEN,34,3622,6.854224185532871,2.6413583655438986,3.534795985583769,4750.835,599536.0
87,2017-02-01,PAREJAS ADULTAS,54,3293,8.151837230488903,2.8396598846037047,4.279276741959105,7466.666666666668,479407.0
88,2017-02-01,PAREJAS SENIOR,75,4401,6.094599712186637,2.8850261304249036,1.7688032890392669,5849.093333333332,295386.5
91,2017-03-01,ADULTO EN PLENITUD,81,7780,3.048564695801178,2.144987146529563,2.203323057044291,1500.0,402905.5
92,2017-03-01,ADULTOS INDEPENDIENTES,59,5075,5.994909688013125,2.356256157635468,1.7846539375448107,4287.2424206349215,406993.0
93,2017-03-01,DIVORCIADO,27,2093,7.600891861761442,3.10224558050645,5.707078101913383,7750.1433333333325,913282.0
94,2017-03-01,HOGARES CON HIJOS,107,6598,8.639259371526759,4.013488936041225,2.2431920778938497,22948.710833333338,782787.0
97,2017-03-01,JOVEN PROFESIONAL,41,4183,9.836799744999597,2.474300741094908,6.965801613277326,6415.966666666667,868437.0
98,2017-03-01,JOVEN TRABAJADOR,13,4634,6.8800172637030546,1.5865343116098403,6.612322660014609,3541.485,499967.0
99,2017-03-01,PAREJA JOVEN,31,3628,6.729235575156183,2.6474641675854467,4.047229593601263,4352.288333333334,616310.0
100,2017-03-01,PAREJAS ADULTAS,48,3304,7.992332526230826,2.88680387409201,4.790361606827233,6733.3066666666655,489753.0
101,2017-03-01,PAREJAS SENIOR,51,4466,6.026757725033577,2.8909538737124945,1.6802044211574914,5248.934166666668,321204.0
104,2017-04-01,ADULTO EN PLENITUD,71,7681,3.057522891984565,2.1951568806145034,1.8674591188840717,1700.0,430273.0
105,2017-04-01,ADULTOS INDEPENDIENTES,59,5193,5.635149881250394,2.3824378971692663,1.8055364971147527,3966.666666666666,409300.0
106,2017-04-01,DIVORCIADO,28,2091,7.965965247887788,3.1640363462458154,5.526693931690064,8266.666666666666,1059182.0
107,2017-04-01,HOGARES CON HIJOS,111,6620,8.342396777442117,3.9876132930513597,2.2002338196990046,20386.231666666667,782722.0
110,2017-04-01,JOVEN PROFESIONAL,43,4164,9.656179955171321,2.4978386167146973,6.515926325123338,6268.805,949425.5
111,2017-04-01,JOVEN TRABAJADOR,19,4696,6.609277399204994,1.589863713798978,6.09787599933316,3448.7266666666665,412273.5
112,2017-04-01,PAREJA JOVEN,39,3676,6.593579978237207,2.6439064200217626,3.8943152697538688,4100.0,608388.0
113,2017-04-01,PAREJAS ADULTAS,48,3279,7.82037206465386,2.8966148215919487,4.579565299861988,6106.7733333333335,537925.0
114,2017-04-01,PAREJAS SENIOR,52,4471,5.790315365689996,2.926638335942742,1.5922508785589002,4872.03,353527.5
117,2017-05-01,ADULTO EN PLENITUD,48,7924,2.99585646979638,2.1651943462897525,1.5308955848150472,1522.1166666666666,400824.5
118,2017-05-01,ADULTOS INDEPENDIENTES,57,5161,5.876122198540312,2.3249370277078087,1.7818282704032515,4025.3233333333333,441001.5
119,2017-05-01,DIVORCIADO,26,2266,8.128125919388053,3.244483671668138,6.635941060635163,8325.612207421113,1022984.5
120,2017-05-01,HOGARES CON HIJOS,110,6625,9.016905660377374,3.997132075471698,2.437989045308937,22484.66666666667,791890.0
123,2017-05-01,JOVEN PROFESIONAL,46,4159,10.42045363468783,2.480644385669632,6.871021653829385,6916.1399999999985,896950.0
124,2017-05-01,JOVEN TRABAJADOR,20,4725,7.143597883597877,1.5953439153439153,6.580550816475749,3763.723333333333,549237.0
125,2017-05-01,PAREJA JOVEN,42,3713,7.134482449052873,2.6331807164018315,4.159114815200462,4502.836666666667,620443.0
126,2017-05-01,PAREJAS ADULTAS,46,3310,8.560422960725075,2.9244712990936557,5.2482547190841755,7107.449211462452,542572.0
127,2017-05-01,PAREJAS SENIOR,54,4476,6.13334078045874,2.9066130473637175,1.8935168055941072,5409.955,345633.0
130,2017-06-01,ADULTO EN PLENITUD,59,8038,3.0409720494318786,2.155386912167206,1.6185265060823713,1333.3333333333333,432036.5
131,2017-06-01,ADULTOS INDEPENDIENTES,42,5283,5.81039813237428,2.362483437440848,1.9699257994615536,4112.333333333333,504539.5
132,2017-06-01,DIVORCIADO,29,2272,8.275821596244127,3.1474471830985915,5.663758400002884,8044.616666666665,1047230.5
133,2017-06-01,HOGARES CON HIJOS,97,6634,9.143955381368706,4.015224600542659,2.548866985826866,21920.559999999998,819946.0
136,2017-06-01,JOVEN PROFESIONAL,38,4123,10.498827714447428,2.487266553480475,6.837174426170198,6706.466666666667,866980.0
137,2017-06-01,JOVEN TRABAJADOR,21,4801,7.284662917447726,1.6184128306602792,6.456612817171197,3717.666666666666,580647.5
138,2017-06-01,PAREJA JOVEN,36,3731,7.3075136245868135,2.654784240150094,4.300973917683944,4624.22,686438.0
139,2017-06-01,PAREJAS ADULTAS,54,3314,8.554566485616576,2.9215449607724806,5.1613607302947,7124.381666666666,530759.5
140,2017-06-01,PAREJAS SENIOR,60,4446,6.153921127605318,2.943544759334233,1.8432172859623999,5428.516666666666,380053.0
143,2017-07-01,ADULTO EN PLENITUD,64,8051,3.028567879766465,2.1411004844118744,1.5513095638234609,1485.0,458148.5
144,2017-07-01,ADULTOS INDEPENDIENTES,41,5354,6.150261486738856,2.3365707881957416,2.2859650449498714,4032.715,508418.5
145,2017-07-01,DIVORCIADO,29,2174,8.569380558111034,3.2718491260349585,6.806759981775029,9093.645,1011747.0
146,2017-07-01,HOGARES CON HIJOS,94,6641,9.383928123274616,4.036440295136274,2.7422214402546667,22390.05,843389.0
149,2017-07-01,JOVEN PROFESIONAL,49,4150,11.015261044176713,2.5098795180722893,7.201151516966718,7163.123333333334,937740.0
150,2017-07-01,JOVEN TRABAJADOR,22,4832,7.683533388520967,1.6382450331125828,7.384614384438629,3895.5049999999997,498383.0
151,2017-07-01,PAREJA JOVEN,38,3755,7.66986240568132,2.6727030625832224,4.7693950588778575,4942.0,689657.0
152,2017-07-01,PAREJAS ADULTAS,51,3326,9.018590899979955,2.9515935057125677,5.8639557805928835,7616.359999999999,597401.0
153,2017-07-01,PAREJAS SENIOR,67,4495,6.36707452725249,2.9521690767519466,2.039170721331525,5806.281999999998,353146.0
156,2017-08-01,ADULTO EN PLENITUD,68,7967,3.0973808627254096,2.14911509978662,1.9569290341107783,1500.0,470341.0
157,2017-08-01,ADULTOS INDEPENDIENTES,45,5235,5.512320916905423,2.309264565425024,1.4755554663307353,3370.0,530383.0
158,2017-08-01,DIVORCIADO,42,2419,8.987322585090244,3.2211657709797437,7.483037895093233,9520.226666666667,1008491.0
159,2017-08-01,HOGARES CON HIJOS,113,6608,9.181724172719958,3.988498789346247,2.80084268324803,21427.146666666667,896556.0
162,2017-08-01,JOVEN PROFESIONAL,63,4141,10.87257506238428,2.498913305964743,7.149433841901015,7054.316666666667,1010626.5
163,2017-08-01,JOVEN TRABAJADOR,27,4925,7.465448392554984,1.6203045685279187,6.81854740931212,3705.633333333333,560465.0
164,2017-08-01,PAREJA JOVEN,51,3795,7.457268335529205,2.665612648221344,4.6959251027466165,4862.276666666667,714310.5
165,2017-08-01,PAREJAS ADULTAS,54,3312,8.693588969404168,2.929045893719807,5.729474612461431,7366.898333333334,613043.0
166,2017-08-01,PAREJAS SENIOR,72,4497,6.292417167000221,2.9595285746052924,1.9751432354348204,5637.262199999997,362140.5
169,2017-09-01,ADULTO EN PLENITUD,68,8079,2.9267442340223404,2.130337913108058,1.9692404639530534,1233.3333333333333,465110.0
170,2017-09-01,ADULTOS INDEPENDIENTES,62,5491,5.690523887573594,2.346749226006192,1.7576513122438455,3833.0,575861.0
171,2017-09-01,DIVORCIADO,27,2189,8.143063803867818,3.20831429876656,6.205347244551732,8307.163333333334,1068075.5
172,2017-09-01,HOGARES CON HIJOS,99,6594,9.183727631179876,4.0,2.778133807893145,21063.988333333335,870021.0
175,2017-09-01,JOVEN PROFESIONAL,43,4111,10.76266926133138,2.526635855023109,7.278858625162124,7056.06,931392.5
176,2017-09-01,JOVEN TRABAJADOR,25,5070,7.417751479289937,1.6274161735700197,6.999686420961643,3595.2033333333334,575100.0
177,2017-09-01,PAREJA JOVEN,40,3829,7.478453904413689,2.6813789501175243,5.244833782569632,4751.166666666667,768779.0
178,2017-09-01,PAREJAS ADULTAS,44,3289,8.605300496604833,2.959866220735786,5.751458922672152,7200.0,587985.0
179,2017-09-01,PAREJAS SENIOR,59,4433,6.250056395217669,2.9939093164899617,2.1059429710643442,5600.346666666667,444637.0
182,2017-10-01,ADULTO EN PLENITUD,56,8052,3.051353700943887,2.1451813214108295,1.8704010546449479,1166.6666666666667,460491.0
183,2017-10-01,ADULTOS INDEPENDIENTES,46,5562,5.724379719525348,2.328299172959367,1.62164104035807,3762.1858013034766,541402.0
184,2017-10-01,DIVORCIADO,26,2266,8.449838187702266,3.3181818181818183,7.269810896294166,8295.044624190565,1102357.0
185,2017-10-01,HOGARES CON HIJOS,85,6320,9.116613924050649,4.084177215189873,2.6664778200347516,22378.023214506175,940381.5
188,2017-10-01,JOVEN PROFESIONAL,29,4142,11.024223402543086,2.5584258812168033,7.5227006023629475,7176.63676277303,923354.0
189,2017-10-01,JOVEN TRABAJADOR,19,5214,7.637993862677404,1.6522823168392788,7.478139852497415,3748.791666666667,609187.0
190,2017-10-01,PAREJA JOVEN,35,3925,7.655329087048825,2.7187261146496815,5.058893738916928,4759.39,764192.0
191,2017-10-01,PAREJAS ADULTAS,28,3346,8.691771269177108,2.957860131500299,6.069996939010692,6997.333333333334,669507.5
192,2017-10-01,PAREJAS SENIOR,42,4545,6.290685735240182,2.9614961496149617,2.1507683947639733,5480.95,490123.0
195,2017-11-01,ADULTO EN PLENITUD,64,7998,3.0585354672001217,2.140535133783446,1.4670464686968958,1036.74,520294.0
196,2017-11-01,ADULTOS INDEPENDIENTES,50,5558,6.00089960417415,2.3652392947103276,1.6121541984041676,4000.173333333333,655118.0
197,2017-11-01,DIVORCIADO,18,2309,8.603580193445937,3.4274577739281074,7.640986126824119,9233.45,1269786.0
198,2017-11-01,HOGARES CON HIJOS,72,6260,9.211368477103296,4.1129392971246,2.7971179923306835,22923.770833333332,1022427.0
201,2017-11-01,JOVEN PROFESIONAL,41,4158,11.138969055635751,2.5899470899470898,7.199332334199994,7256.465,1126000.5
202,2017-11-01,JOVEN TRABAJADOR,36,5346,7.6551315625389735,1.6681631126075571,7.32111244957688,3865.6875,620101.0
203,2017-11-01,PAREJA JOVEN,37,3979,7.8002010555415815,2.709474742397587,5.195317238869344,4809.666666666667,843611.0
204,2017-11-01,PAREJAS ADULTAS,49,3319,8.725670382645372,2.9671587827658934,5.705660780594663,6875.3933333333325,750089.0
205,2017-11-01,PAREJAS SENIOR,41,4542,6.207214149420211,2.9641127256715105,2.209794713438375,5612.321666666668,499071.0
208,2017-12-01,ADULTO EN PLENITUD,77,7803,3.26607287795292,2.195822119697552,1.848222972115795,1491.0266666666666,558777.0
209,2017-12-01,ADULTOS INDEPENDIENTES,51,5558,6.479608972052287,2.3965455199712125,1.7932887159051996,4766.666666666667,698676.5
210,2017-12-01,DIVORCIADO,18,2274,8.985488126649093,3.4085312225153914,6.53700598139873,10399.561666666665,1126400.5
211,2017-12-01,HOGARES CON HIJOS,85,6380,9.833202716823404,4.122413793103449,2.6782875734206533,25739.39833333333,981366.0
214,2017-12-01,JOVEN PROFESIONAL,45,4138,11.77903979378118,2.609714838086032,6.3202321214167805,8566.619999999999,1080053.5
215,2017-12-01,JOVEN TRABAJADOR,35,5482,8.123525477319728,1.690806275082087,6.8308463554107615,4368.133333333333,582915.0
216,2017-12-01,PAREJA JOVEN,42,3997,8.256400633808683,2.7550662997247937,4.944459699479668,5674.993333333333,816214.0
217,2017-12-01,PAREJAS ADULTAS,44,3320,9.158634538152592,2.9629518072289156,4.94453939232724,8042.511666666667,645578.0
218,2017-12-01,PAREJAS SENIOR,52,4553,6.472435756643971,2.9905556775752253,2.132620729413694,6418.706666666668,519196.0
221,2018-01-01,ADULTO EN PLENITUD,64,7829,3.2239323881295636,2.1918508110869843,2.2629980953099365,1300.0,513914.0
222,2018-01-01,ADULTOS INDEPENDIENTES,60,5427,6.663073521282492,2.455131748664087,1.8220113547747632,5142.983333333334,673501.5
223,2018-01-01,DIVORCIADO,27,2304,9.472439236111114,3.447048611111111,6.722701898409678,11295.331666666665,1195536.0
224,2018-01-01,HOGARES CON HIJOS,96,6444,10.131905648665436,4.139199255121043,2.8245359322277244,26752.513333333336,939149.0
227,2018-01-01,JOVEN PROFESIONAL,41,4088,12.15003261578606,2.6462818003913893,6.393690416443336,9134.843333333334,1032987.5
228,2018-01-01,JOVEN TRABAJADOR,35,5594,8.204147300679283,1.729889166964605,6.466286124293696,4440.823333333334,605766.5
229,2018-01-01,PAREJA JOVEN,43,3987,8.389599531811719,2.782292450464008,4.659575171189255,5822.296666666666,784290.0
230,2018-01-01,PAREJAS ADULTAS,37,3256,9.375358312858296,3.029176904176904,4.929137814434544,8676.974999999999,638348.5
231,2018-01-01,PAREJAS SENIOR,68,4537,6.59631915362573,3.0017632797002425,1.849429304003259,6585.923333333332,477392.0
234,2018-02-01,ADULTO EN PLENITUD,75,8004,3.3246918207563017,2.264367816091954,2.1737814504881463,1666.5351587301595,496573.0
235,2018-02-01,ADULTOS INDEPENDIENTES,72,5451,6.6028557451232155,2.4667033571821686,1.7985707135505518,4895.42,583405.5
236,2018-02-01,DIVORCIADO,42,2515,9.601921802518227,3.4755467196819088,6.32621095316608,11000.0,1229103.0
237,2018-02-01,HOGARES CON HIJOS,128,6434,9.80349186612787,4.079421821572894,2.514918934791448,25007.909931381677,908376.0
240,2018-02-01,JOVEN PROFESIONAL,64,4673,11.875526071759785,2.554675797132463,6.291571111595907,8132.336666666667,951800.0
241,2018-02-01,JOVEN TRABAJADOR,40,4908,7.785927737027979,1.6672779136104319,6.7404873159119685,4151.283333333333,445641.0
242,2018-02-01,PAREJA JOVEN,34,3729,8.113971574148545,2.8004827031375705,5.030753544058151,5378.62,862434.0
243,2018-02-01,PAREJAS ADULTAS,48,3300,9.290555555555528,3.0403030303030305,4.9333215134415624,8598.02,669407.5
244,2018-02-01,PAREJAS SENIOR,69,4594,6.645769844724978,3.022855898998694,1.9722954900843028,6706.223333333334,522090.0
247,2018-03-01,ADULTO EN PLENITUD,88,8179,3.1850266943798773,2.2411052695928597,2.048819478496494,1600.0,470351.0
248,2018-03-01,ADULTOS INDEPENDIENTES,62,5556,6.31662467002639,2.4685025197984163,1.933227215481875,4206.464317765562,661112.0
249,2018-03-01,DIVORCIADO,33,2476,9.337708669897692,3.5092891760904683,7.2276280909371025,10019.573001153169,1194734.0
250,2018-03-01,HOGARES CON HIJOS,119,6416,9.453657522859524,4.129052369077307,2.6606485252236975,23859.059999999998,1010430.5
253,2018-03-01,JOVEN PROFESIONAL,59,4531,11.566136982270283,2.6285588170381815,6.7456311559839115,7333.333333333332,928357.0
254,2018-03-01,JOVEN TRABAJADOR,41,5084,7.557566220823495,1.7289535798583793,6.676582105434836,3810.686666666667,537991.0
255,2018-03-01,PAREJA JOVEN,42,3694,7.990705648799859,2.833513806172171,5.160367378914071,5006.299999999999,875864.0
256,2018-03-01,PAREJAS ADULTAS,47,3326,9.008669071958305,3.0865904990980155,5.464715147208713,7700.75,740436.0
257,2018-03-01,PAREJAS SENIOR,64,4610,6.520426608821402,3.06117136659436,1.9543865283776416,6142.935452898551,582427.5
260,2018-04-01,ADULTO EN PLENITUD,75,8056,3.3457257530619096,2.3123138033763655,1.9567797748382627,2021.393333333333,540263.0
261,2018-04-01,ADULTOS INDEPENDIENTES,56,5739,6.416739269326806,2.5654295173375155,2.179775180371223,4514.931193551889,894976.0
262,2018-04-01,DIVORCIADO,24,2333,9.446635233604816,3.5606515216459496,6.794813429802455,9539.645960644842,1297533.0
263,2018-04-01,HOGARES CON HIJOS,104,6524,9.506616595135936,4.18071735131821,2.831324091885418,22989.252500000002,1088441.0
266,2018-04-01,JOVEN PROFESIONAL,70,4485,11.8539204756596,2.6717948717948716,6.89188857853012,7610.243333333333,1011497.0
267,2018-04-01,JOVEN TRABAJADOR,37,5121,7.955509991538127,1.7566881468463191,6.794067839070093,3994.87,509913.0
268,2018-04-01,PAREJA JOVEN,48,3711,8.119240097008893,2.8132578819725143,5.236823365151518,5074.776,1007748.0
269,2018-04-01,PAREJAS ADULTAS,47,3269,9.059600285510339,3.110125420617926,5.5819742611603855,7470.133333333334,862206.0
270,2018-04-01,PAREJAS SENIOR,74,4635,6.612010068320729,3.12470334412082,2.0267775999920783,6200.0,819912.0
273,2018-05-01,ADULTO EN PLENITUD,71,8424,3.2559156378600465,2.2536799620132952,2.1065381938820646,1772.0599682539682,535061.0
274,2018-05-01,ADULTOS INDEPENDIENTES,55,5693,6.450143451021703,2.5257333567539084,1.9626034827290888,4184.6466666666665,871021.0
275,2018-05-01,DIVORCIADO,36,2766,9.83405639913232,3.467100506146059,7.324216994304859,10471.853333333333,1215481.5
276,2018-05-01,HOGARES CON HIJOS,99,6498,9.946265517595162,4.192982456140351,3.0000900037802176,24275.356666666667,1121582.0
279,2018-05-01,JOVEN PROFESIONAL,77,4445,12.475215598050253,2.691338582677165,7.263150142422826,8145.136666666666,995968.5
280,2018-05-01,JOVEN TRABAJADOR,47,5249,8.292627167079461,1.7643360640121928,7.16437868336493,4166.666666666667,532995.0
281,2018-05-01,PAREJA JOVEN,57,3756,8.480564430244923,2.803514376996805,5.097053046298936,5245.299999999999,1025590.0
282,2018-05-01,PAREJAS ADULTAS,53,3263,9.611145162937978,3.131780570027582,6.067644386654132,8032.5,881776.0
283,2018-05-01,PAREJAS SENIOR,70,4614,6.9945094639502745,3.1226701343736454,2.1826367084057265,6443.858333333334,814821.0
286,2018-06-01,ADULTO EN PLENITUD,79,8352,3.3460448595147003,2.2768199233716473,2.030512213750165,1835.5,521025.0
287,2018-06-01,ADULTOS INDEPENDIENTES,61,5930,6.8163293985385325,2.530016863406408,2.410109527240797,4319.951666666668,973501.0
288,2018-06-01,DIVORCIADO,34,2581,9.48682681131344,3.421154591243704,7.2944693501542375,10707.48,1171623.0
289,2018-06-01,HOGARES CON HIJOS,96,6715,10.186398610076907,4.202680565897245,3.3382551892650936,24315.066666666666,1091090.0
292,2018-06-01,JOVEN PROFESIONAL,76,4404,12.778118377232806,2.715712988192552,7.437140254703738,8331.280667328043,937072.5
293,2018-06-01,JOVEN TRABAJADOR,38,5328,8.55117617617618,1.783033033033033,7.557214930258111,4315.106666666667,497856.0
294,2018-06-01,PAREJA JOVEN,39,3763,8.564841881477545,2.7993622110018603,5.329062317996506,5235.743333333333,1033142.0
295,2018-06-01,PAREJAS ADULTAS,54,3234,9.941713048855906,3.130488559059988,6.414880077914198,8349.75,978918.0
296,2018-06-01,PAREJAS SENIOR,66,4582,7.090244434744628,3.1211261457878656,2.251624234251725,6387.328333333333,727367.5
299,2018-07-01,ADULTO EN PLENITUD,63,8436,3.1809902007270243,2.248458985301091,1.8190435762632147,1600.0,509518.0
300,2018-07-01,ADULTOS INDEPENDIENTES,60,5902,6.857251779057953,2.510843781768892,2.2371719716230034,4464.841666666667,885094.0
301,2018-07-01,DIVORCIADO,26,2565,9.388758934372971,3.475243664717349,7.33929869935809,9933.66,1302032.0
302,2018-07-01,HOGARES CON HIJOS,117,6809,10.27608067753462,4.200029372888824,3.4726701805345908,25812.253596704984,1093776.5
305,2018-07-01,JOVEN PROFESIONAL,72,4399,12.963628097294812,2.7683564446465105,7.396156185991929,8623.663333333332,1055999.0
